FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1StartDate,Season1EndDate,Season1Time,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1001981,COVINGTON FARMERS MARKET,http://www.covingtonfarmersmarket.com,,,,,134 WEST MAIN STREET,COVINGTON,ALLEGHANY,VIRGINIA,24426,05/18/2013 , 10/19/2013,Sat: 8:00 AM-1:00 PM;,,,,,,,,-79.99436,37.79351,Local government building grounds,Y,N,N,N,N,,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,07-25-2013 12:41:0
1005405,COWETA FARMERS MARKET,http://www.cowetaok.com,,,,,NORTHWEST CORNER OF AVENUE B & CYPRESS,COWETA,WAGONER,OKLAHOMA,74429,,,,,,,,,,,-95.6518,35.9499,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1001975,COWLITZ COUNTY COMMUNITY FARMERS MARKET I,http://www.cowlitzcountyfarmersmarket.com,,,,,INTERSECTION OF BROADWAY & COMMERCE,LONGVIEW,COWLITZ,WASHINGTON,98632,,,,,,,,,,,-122.964,46.1501,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1001974,COWLITZ COUNTY COMMUNITY FARMERS MARKET II,http://www.cowlitzcountyfarmersmarket.com,,,,,COWLITZ COUNTY FAIRGROUNDS,LONGVIEW,COWLITZ,WASHINGTON,98632,,,,,,,,,,,-122.925,46.1406,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1012552,COWTOWN FARMERS MARKET,http://www.cowtownmarket.com,https://www.facebook.com/@cowtownfarmersmkt,,,,3821 SOUTHWEST BLVD,FORT WORTH,TARRANT,TEXAS,,01/01/2016 , 12/31/2016,Sat: 8:00 AM-12:00 PM;,06/01/2016 , 09/28/2016,Wed: 8:00 AM-12:00 PM;,,,,,-97.442048,32.716447,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,07-28-2018 8:32:48
1004089,COWTOWN FARMERS MARKET,,,,,,,NEW SALEM,MORTON,NORTH DAKOTA,,,,,,,,,,,,-101.412,46.8462,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1011769,COXSACKIE FARMERS' MARKET,,,,,,1 BETKE BOULEVARD,COXSACKIE,GREENE,NEW YORK,12051,05/25/2016 , 09/28/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,,-73.795227,42.352405,,Y,Y,Y,Y,N,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,02-02-2016 16:20:32
1006230,COYOTE FARM AND HOME MARKET,,,,,,106 MAPLE,ASHLAND,BOONE,MISSOURI,65010,04/01/2012 , 10/31/2012,Thu: 3:00 AM-6:00 AM;,05/01/2014 , 10/30/2014,Thu: 3:00 AM-6:30 AM;,,,,,-92.2574988,38.7736219,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,04-23-2014 9:21:0
1003633,COZAD FARMERS MARKET,,,,,,8TH & F ST.,COZAD,DAWSON,NEBRASKA,69130,,,,,,,,,,,-99.9859,40.8595,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1009993,COZAD GRAND GENERATION CENTER,,https://www.facebook.com/Cozad-Haymaker-Grand-Generation-Center/581875038530338,,,,410 W 9TH ST.,COZAD,DAWSON,NEBRASKA,69130,06/25/2014 , 10/24/2018,Wed: 4:30 PM-6:30 PM;,,,,,,,,-99.9901154,40.8606228,,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,07-26-2018 15:59:39
1019130,CRAFT MARKET,,,,,,"DECKS RESERVE CARPARK, WALLACE STREET, MOUTEKA",WELLINGTON,PARK,WYOMING,70105,,,,,,,,,,,-109.58853,44.5205554,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-11-2018 4:1:28
1018027,CRAFTSBURY FARMERS MARKET,http://craftsburyfarmersmarket.com/,https://www.facebook.com/CraftsburyFarmersMarket/,,,,1422 NORTH CRAFTSBURY ROAD,CRAFTSBURY COMMON,ORLEANS,VERMONT,05827,05/27/2017 , 10/07/2017,Sat: 10:00 AM-1:00 PM;,,,,,,,,-72.382604,44.654110,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,05-27-2017 7:27:3
1000756,CRAIG FARMERS' MARKET,,,,,,ALICE PLEASANT PARK,CRAIG,MOFFAT,COLORADO,,,,,,,,,,,,-107.546,40.5152,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1006995,CRANBERRY MALL FARMERS MARKET,,,,,,CRNBERRY MALL,CRANBERRY,VENANGO,PENNSYLVANIA,16346,,,,,,,,,,,-79.7101,41.3498,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1008501,CRANE CREEK MARKET,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=659,,,,,205 SOUTH COMMERCE STREET,CRANE,STONE,MISSOURI,65633,,,,,,,,,,,-93.572941,36.899749,Private business parking lot,N,N,N,N,N,,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,06-25-2013 17:49:32
1005007,CRAWFORDSVILLE FARMERS MARKET,,https://www.facebook.com/crawfordsvillefarmersmarket,,,,PIKE ST. BETWEEN WASHINGTON ST. & WALNUT ST.,CRAWFORDSVILLE,MONTGOMERY,INDIANA,47933,04/18/2015 , 10/31/2015,Sat: 8:00 AM-2:00 PM;,,,,,,,,-86.901777,40.040589,,Y,N,N,Y,Y,,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/20/2015 12:45:16 PM
1003039,CREEDMOOR FARMERS MARKET,,,,,,214 NORTH MAIN STREET,CREEDMOOR,GRANVILLE,NORTH CAROLINA,27522,,,,,,,,,,,-78.6812,36.1278,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1004064,CREEKSIDE GAHANNA FARMERS MARKET,,,,,,DOWNTOWN OLDE GAHANNA,GAHANNA,FRANKLIN,OHIO,,,,,,,,,,,,-82.8664,40.0113,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-20-2010 15:14:0
1011595,CREEKSIDE PARK FARMERS MARKET,http://www.archdaleparks.com,https://www.facebook.com/www.facebook.com/archdaleparks,,,,100 PARK DRIVE,ARCHDALE,RANDOLPH,NORTH CAROLINA,27263,06/01/2015 , 09/03/2015,Tue: 7:30 AM-12:30 PM;Thu: 3:00 PM-7:00 PM;,,,,,,,,-79.936471,35.891603,,Y,N,N,N,N,,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,07-30-2015 18:28:4
1006397,CREIGHTON FARMERS MARKET,,,,,,IN FRONT OF SENIOR CENTER,BRUNSWICK,ANTELOPE,NEBRASKA,68720,,,,,,,,,,,-98.0099,42.4067,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1007430,CRENSHAW COUNTY FARMERS MARKET,,,,,,HIGHWAY 331 IN MIDTOWN,LUVERNE,CRENSHAW,ALABAMA,36049,,,,,,,,,,,-86.2846,31.7433,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1001714,CRENSHAW FARMERS' MARKET,http://www.seela.org,https://www.facebook.com/Crenshaw-Farmers-Market/298496636834537,,,,3650 CRENSHAW BLVD.,LOS ANGELES,LOS ANGELES,CALIFORNIA,90008,,,,,,,,,,,-118.335221,34.010835,Private business parking lot,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06-13-2013 17:22:22
1009841,CREOLE MARKET,,https://www.facebook.com/CreoleMarket,,,,1200 FIELD STREET,NEW IBERIA,IBERIA,LOUISIANA,70560,01/01/2014 , 12/31/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,,-91.8337070,30.0157290,Local government building grounds,Y,N,N,Y,N,,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,04-17-2014 14:55:50
1019260,CRESCENT CITY FARMERS MARKET,http://www.crescentcityfarmersmarket.org/,https://www.facebook.com/CrescentCityFarmersMarket/,,,https://www.instagram.com/crescentcityfarmersmkt/,200 BROADWAY STREET,NEW ORLEANS,ORLEANS,LOUISIANA,70118,01/01/2018 , 12/31/2018,Tue: 9:00 AM-1:00 PM;,,,,,,,,-90.133127,29.932171,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,09-19-2018 11:32:51
1019261,CRESCENT CITY FARMERS MARKET,http://www.crescentcityfarmersmarket.org/,https://www.facebook.com/CrescentCityFarmersMarket/,,,https://www.instagram.com/crescentcityfarmersmkt/,1235 N. PETERS,NEW ORLEANS,ORLEANS,LOUISIANA,70116,10/17/2018 , 07/10/2019,Wed: 1:00 PM-5:00 PM;,,,,,,,,-90.058904,29.960279,,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,09-19-2018 11:41:19
1001949,CRESCENT CITY FARMERS MARKET,http://www.crescentcity-fl.com,,,,,1 SOUTH SUMMIT STREET,CRESCENT CITY,PUTNAM,FLORIDA,32112,January , December,Sat:9:00 AM - 2:00 PM;,,,,,,,,-81.5099430,29.4298250,Other,N,N,N,N,N,,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,05-23-2012 9:4:9
1004409,CRESCENT CITY FARMERS MARKET,http://www.northerncalifornia.net,,,,,"PARKING LOT OF, DEL NORTE FAIRGROUNDS PARKING LOT",CRESCENT CITY,DEL NORTE,CALIFORNIA,95531,,,,,,,,,,,-124.147,41.8548,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1019262,CRESCENT CITY FARMERS MARKET,http://www.crescentcityfarmersmarket.org/,https://www.facebook.com/CrescentCityFarmersMarket/,,,https://www.instagram.com/crescentcityfarmersmkt/,200 BROADWAY STREET,NEW ORLEANS,ORLEANS,LOUISIANA,70118,01/01/2018 , 12/31/2018,Tue: 9:00 AM-1:00 PM;,,,,,,,,-90.133127,29.932159,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,09-19-2018 11:46:18
1018700,CRESCENT RIDGE FARMERS MARKET,http://www.crescentridgefarmersmarket.com,,,,,407 BAY ROAD,SHARON,NORFOLK,MASSACHUSETTS,02067,06/10/2017 , 10/14/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,,-71.186029,42.117516,,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,07-18-2017 9:35:17
1012177,CRESCO FARMERS MARKET,http://www.howard-county.com,,,,,101 2ND AVE SW,CRESCO,HOWARD,IOWA,52136,,,Tue: 2:30 PM-5:30 PM;Fri: 2:30 PM-5:30 PM;,,,,,,,,-92.118784,43.371656,,Y,Y,N,Y,N,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,07-01-2016 11:0:34
1005035,CRESTED BUTTE FARMERS MARKET,http://www.cbfarmersmarket.org,,,,,202 ELK AVE #8,CRESTED BUTTE,GUNNISON,COLORADO,81224,June , October,sun:10:00 AM - 2:00 PM;,,,,,,,,-106.9874825,38.8697550,Closed-off public street,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,04-26-2012 13:42:15
1001193,CRESTON FARMERS' MARKET,,,,,,"MCKINLEY PARK, BETWEEN W. ADAMS & N. PARK STS.",CRESTON,UNION,IOWA,50801,,,,,,,,,,,-94.3828,41.0524,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 22 2010 12:20PM
1001508,CRESTVIEW FARMERS MARKET,,,,,,SPANISH TRAIL PARK,CRESTVIEW,OKALOOSA,FLORIDA,32539,,,,,,,,,,,-86.5631,30.7734,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1000262,CRESWELL FARMERS' MARKET,http://www.creswellfarmersmarket.wordpress.com,https://www.facebook.com/CreswellFarmersMkt,,,,64 W. OREGON AVE (1ST ST. AND OREGON AVE.),CRESWELL,LANE,OREGON,97426,05/06/2014 , 10/28/2014,Tue: 4:00 PM-6:00 PM;,,,,,,,,-123.018482,43.918649,Educational institution,Y,Y,Y,Y,Y,,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,05-12-2014 21:2:28
1002243,CRETE EUROPEAN MARKET,,,,,,1321 MAIN ST.,CRETE,WILL,ILLINOIS,60417,,,,,,,,,,,-87.6314,41.4456,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1007270,CRETE FARMERS MARKET,,,,,,"PAMIDA PARKING LOT, 930 MAIN AVE.",CRETE,SALINE,NEBRASKA,68333,,,,,,,,,,,-96.6777,40.5716,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1011390,CREVE COEUR FARMERS' MARKET,http://www.creve-coeur.org/market,,,,,12320 OLIVE BLVD,CREVE COEUR,ST. LOUIS,MISSOURI,63141,05/01/2015 , 10/01/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,,-90.4564338,38.6728389,,Y,N,N,N,N,,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,09-04-2015 9:47:39
1008650,CRISP! CATHOLIC CHARITIES,http://www.crispgrocery.com,,,,,721 N LASALLE ST.,CHICAGO,COOK,ILLINOIS,60654,08/01/2014 , 08/31/2014,Fri: 4:00 PM-5:00 PM;,,,,,,,,-87.632395,41.895206,Private business parking lot,Y,N,N,N,Y,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,03-31-2014 16:31:11
1008666,CRISP! MOBILE FARMERS MARKET,http://www.crispgrocery.com,https://www.facebook.com/crisp.produce.5,,,,721 N. LASALLE ST.,CHICAGO,COOK,ILLINOIS,60654,03/31/2014 , 03/31/2015,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-3:00 PM;Sun: 9:00 AM-3:00 PM;,,,,,,,,-87.6323748,41.8951778,Other,Y,N,N,N,Y,,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,04-01-2014 13:54:30
1008520,CROCKER FARMS LLC,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1426,,,,,14400 NORTH ROUTE Z,CENTRALIA,BOONE,MISSOURI,65240,,,,,,,,,,,-92.136565,39.118058,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-26-2013 9:37:9
1006612,CROCKETT FARMERS MARKET AT MAURY CITY,,,,,,F.M. OLD ELEMENTARY SCHOOL,MAURY CITY,CROCKETT,TENNESSEE,38050,,,,,,,,,,,-89.2205,35.8149,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1012748,CROFTON FARMERS MARKET,http://www.croftonfarmersmarket.com,https://www.facebook.com/croftonfarmersmarket/,,,https://www.instagram.com/croftonfarmersmarket/,1691 CROFTON PKWY,CROFTON,ANNE ARUNDEL,MARYLAND,21114,05/11/2016 , 10/26/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,,-76.696765,39.004666,,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,08-02-2016 10:41:20
1011308,CROMWELL FARMERSÂ€™ MARKET,http://www.cromwellfarmersmerkate.org,https://www.facebook.com/cromwellfarmersmarket,,,,1 RIVER RD,CROMWELL,MIDDLESEX,CONNECTICUT,06416,,,Fri: 4:00 PM-7:00 PM;,,,,,,,,-72.6456367,41.5849274,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,07-08-2015 7:24:19
1018745,CROOKED CREEK FARMERS MARKET,http://www.crookedcreekcdc.org/farmers-market,https://www.facebook.com/Crooked-Creek-Farmers-Market-443632155833480,,,,2990 W 71ST ST,INDIANAPOLIS,MARION,INDIANA,46268,06/07/2017 , 10/11/2017,Wed: 4:00 PM-7:00 PM;,,,,,,,,-86.211863,39.885357,,Y,N,Y,N,Y,,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,07-27-2017 8:53:19
1006445,CROOKSTON FARMERS MARKET I,,,,,,BREMER BANK,CROOKSTON,POLK,MINNESOTA,56716,,,,,,,,,,,-96.6094,47.7746,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1006446,CROOKSTON FARMERS MARKET II,,,,,,HIGH SCHOOL,CROOKSTON,,MINNESOTA,56716,,,,,,,,,,,-96.6035,47.7893,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1006109,CROSBY FARMERS MARKET,,,,,,MAIN ST.,CROSBY,DIVIDE,NORTH DAKOTA,58730,,,,,,,,,,,-103.297,48.9088,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1010419,CROSS COMMUNITY CENTERS FARMERS MARKET,,,,,,1690 OLD HIGHWAY 6,CROSS ,BERKELEY,SOUTH CAROLINA,29436,05/17/2014 , 09/13/2014,Tue: 8:00 AM-11:00 AM;Sat: 8:00 AM-11:00 AM;,,,,,,,,-80.191506,33.363886,Other,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/5/2014 12:57:11 PM
1007226,CROSS COUNTY FARMERS MARKET,,,,,,705 E. UNION AVE.,WYNNE,CROSS,ARKANSAS,72396,05/14/2016 , 11/05/2016,Tue: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,,-90.78618,35.22325,,Y,Y,N,N,N,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-27-2016 13:11:8
1011771,CROSS PLAINS FARMERS MARKET,,https://www.facebook.com/Cross-Plains-Parkway-Farmers-Market-1591408087770075/,,,,GLACIER'S EDGE SQUARE,CROSS PLAINS,DANE,WISCONSIN,53528,06/07/2017 , 08/30/2017,Wed: 4:00 PM-7:00 PM;,,,,,,,,-89.641947,43.111545,,Y,N,N,N,Y,,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,06-28-2017 16:9:32
1006197,CROSS TIMBERS FOOD COOPERATIVE,http://www.crosstimbers.locallygrown.net,,,,,,DENTON,DENTON,TEXAS,76201,,,,,,,,,,,-97.1331,33.2235,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-13-2010 21:43:0
1010987,CROSSETT FARMERS' MARKET,http://www.cityofcrossett-ar.com,https://www.facebook.com/www.facebook.com/cityofcrossett,,,,900 BLOCK OF MAIN STREET,CROSSETT,ASHLEY,ARKANSAS,71635,01/01/2015 , 12/31/2015,Mon: 7:00 AM-;Tue: 7:00 AM-;Wed: 7:00 AM-;Thu: 7:00 AM-;Fri: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,,-91.9614730,33.1239170,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-27-2015 10:52:54
1005184,CROSSROAD FARMERS MARKET,,,,,,,REED CITY,OSCEOLA,MICHIGAN,49677,05/24/2014 , 10/11/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,,-85.510540,43.875639,Local government building grounds,N,Y,N,Y,N,,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,05-19-2014 13:27:40
1000988,CROSSROAD ORCHARD,,,,,,8040 UPPER MIAMISBURG RD,MIAMISBURG,MONTGOMERY,OHIO,45342,,,,,,,,,,,-84.3289,39.6435,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1017973,CROSSROADS ARTISAN AND FARMERS COMMUNITY MARKET,,https://www.facebook.com/CAAFCM/,,,,9725 W. 50TH AVE.,WHEAT RIDGE,JEFFERSON,COLORADO,80033,05/06/2017 , 10/28/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,,-105.1066920,39.7884050,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,05-05-2017 13:28:19
1005469,CROSSROADS BELLEVUE FARMERS MARKET,http://www.crossroadsbellevue.com,https://www.facebook.com/Crossroads.Bellevue.Farmers.Market,,,,15600 N.E. 8TH STREET,BELLEVUE,KING,WASHINGTON,98008,05/27/2014 , 10/07/2014,Tue: 12:00 PM-6:30 PM;,,,,,,,,-122.129962,47.619740,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,04-22-2014 13:23:27
1006650,CROSSROADS FARM AT GROSSMANN'S,,https://www.facebook.com/crossroadsfarmatgrossmanns,,,,480 HEMPSTEAD AVENUE,MALVERNE,NASSAU,NEW YORK,11565,05/01/2013 , 05/01/2014,Tue: 11:00 AM-6:00 PM;Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,,-73.664419,40.679365,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,06-24-2013 13:56:11
1004055,CROSSROADS FARMERS MARKET,http://www.longislandfarmersmarkets.com,https://www.facebook.com/GG-LI-Winter-Farmers-Market/,,,,480 HEMPSTEAD AVE,MALVERNE,NASSAU,NEW YORK,11701,06/01/2012 , 10/31/2012,Thu: 10:00 AM-4:00 PM;,,,,,,,,-73.664301,40.679753,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,03-14-2014 1:13:2
1016899,CROSSROADS FARMERS MARKET,http://crossroadsfarmersmarket@gmail.com,https://www.facebook.com/CrossroadsFarmersMarket,,,,111 WEST C STREET,SHOSHONE ,LINCOLN,IDAHO,83352,06/16/2017 , 10/13/2017,Fri: 2:00 PM-6:00 PM;,,,,,,,,-114.4085896,42.9329363,,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,04-04-2017 1:53:7
1012365,CROSSROADS FARMERS MARKET,https://www.crossroadscommunityfoodnetwork.org/farmers-market/,https://www.facebook.com/CrossroadsFarmersMarket/,https://twitter.com/CrossroadsNtwk,https://www.youtube.com/channel/UCm23V5zJ2FZV7vC57i8OASQ,Instagram: @CrossroadsNtwk,ANNE ST. AT UNIVERSITY BLVD. E,TAKOMA PARK,MONTGOMERY,MARYLAND,20912,04/18/2018 , 11/28/2018,Wed: 11:00 AM-3:00 PM;,,,,,,,,-76.990169,38.990479,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,07-30-2018 9:51:38
1008846,CROSSROADS FARMERS MARKET: A PROJECT OF MISSISSIPPI DELTA COUNCIL,http://crossroadsfarmersmarket.org,https://www.facebook.com/CrossroadsFamersMarket,,,,1536 DESOTO AVE,CLARKSDALE,COAHOMA,MISSISSIPPI,38614,07/20/2013 , 11/09/2013,Sat: 7:00 AM-1:00 PM;,,,,,,,,-90.555756,34.178923,Private business parking lot,Y,N,N,N,Y,,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,03-31-2014 22:29:44
1004447,CROSSTOWN FREEWAY FARMERS' MARKET,http://www.stocktonfarmersmarket.org,,,,,203 E. WASHINGTON STREET,STOCKTON,SAN JOAQUIN,CALIFORNIA,95202,January , December,Sat:6:30 AM - 11:00 AM;,,,,,,,,-121.287228,37.950864,Private business parking lot,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:38:15 PM
